agency,city,static_data,service_alerts,trip_updates,vehicle_positions
bctransit,victoria,https://bct.tmix.se/Tmix.Cap.TdExport.WebApi/gtfs/?operatorIds=48,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=48,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=48, https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=48
